Reference Handle,Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Auntie Jummy's Candy & Snacks,New Quantity Auntie Jummy's Candy & Snacks,Stock Alert Enabled Auntie Jummy's Candy & Snacks,Stock Alert Count Auntie Jummy's Candy & Snacks
#lay-s-kettle-cooked-potato-chips-original-regular,GXXP34K77FPGNVJOCTJ3FLH2,"Lay's Kettle Cooked Potato Chips, Original",Regular,5334762,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lay-s-kettle-cooked-potato-chips-original-1-regular,WI6IVDH2V5JKO4YK344CHBRM,"Lay's Kettle Cooked Potato Chips, Original [w719255]",Regular,W719255,,,,,,,28400372190,,Physical good,,,,,,,,4.99,,N,,,,,,,-1,,,
#lay-s-smooth-ranch-dip-15oz-regular,AUETIHZYJTBYP5HBWVWTIZOB,Lay's Smooth Ranch Dip- 15oz,Regular,G899642,,Dip sause,Dip sause,,,,28400070959,visible,Physical good,,,,,,,,5,,N,,,,N,,,9,,,
#lay-s-wavy-original-potato-chips-regular,63EJ7NHPC2UBM6LR66K5WLGT,Lay's Wavy Original Potato Chips,Regular,K192743,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lays-cream-ranch-3-7oz-regular,DKRCLGJ35V5VQONJVH4B4K7V,Lays Cream Ranch 3.7oz,Regular,890687P,,Dip sause,Dip sause,,,,2845637,,Physical good,,,,,,,,1.39,,N,,,,N,,,2,,,
#lay-s-sweet-potato-poppables-regular,VKKKNSQNCCBT25FUJBHOQAO3,Lay’s Sweet Potato Poppables,Regular,746338E,,,,,,,,,Physical good,,,,,,,,4.99,,N,,,,,,,2,,,
#lemon-mini-donuts-regular,VLLBXO22OPADXTFWFKDVR7RS,Lemon Mini Donuts,Regular,8107509,,,,,,,25600086100,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#lemonhead-ropes-peg-candy-regular,JRAFHYPGWCJAR6KD7OS5EXPM,Lemonhead Ropes Peg Candy,Regular,377532M,,Cookies > candy,Cookies > candy,,,,41420084911,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#life-savers-pep-o-mint-hard-candy-3-bags-regular,JUGVJA7FORQITB2WO4DSZSGP,"Life Savers Pep O Mint Hard Candy, 3 bags",Regular,4858116,,,,,,,,,Physical good,,,,,,,,1.99,,N,,,,N,,,4,,,
#lifesavers-gummies-collisions-3-22oz-regular,MNJKCY4VU2CBC6TOMDFOBEAZ,LifeSavers Gummies Collisions 3.22oz,Regular,6368018,,Cookies > candy,Cookies > candy,,,,22000285300,,Physical good,,,,,,,,2,,N,,,,,,,4,,,
#lifesavers-hard-candy-2-81oz-regular,PDR26NAXTOJRJGLWQCAR7WL3,LifeSavers Hard Candy 2.81oz,Regular,H194259,,Cookies > candy,Cookies > candy,,,,22000284242,,Physical good,,,,,,,,2,,N,,,,,,,4,,,
#lifesavers-hard-candy-wint-o-green-individually-wrapped-regular,2ZOEP6WZC3KWMPEQQRP4X43Q,"Lifesavers Hard Candy, Wint-O-Green, Individually Wrapped",Regular,3510098,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,1.99,,N,,,,N,,,4,,,
#lindt-assorted-truffles-19-ounce--regular,CV7YWUCXVYKKRKIE7ALOVDMY,Lindt Assorted Truffles (19 Ounce),Regular,296151M,,Candy,Candy,,,,9542439989,,Physical good,,,,,,Y,Y,17.99,,N,,,,,,,1,,,
#lindt-excellence-70-cocoa-dark-bar-regular,ZDVKCWSOEXPGHHTSZYGKOJ62,Lindt Excellence 70% Cocoa Dark Bar,Regular,6520620,,Cookies > candy,Cookies > candy,,,,37466017631,,Physical good,,,,,,,,5.25,,N,,,,N,,,4,,,
#lindt-lindor-chocolate-assorted-truffle-bag-regular,YEBOLQFFJRRXJV24LLWSICRC,Lindt Lindor Chocolate Assorted Truffle Bag,Regular,8728614,,Candy,Candy,,,,37466026190,,Physical good,,,,,,Y,Y,17.99,,N,,,,,,,1,,,
#little-debbie-regular,DOFPVLKIYRV6H7IQACZRU7CC,Little Debbie,Regular,5441059,,water > Snacks,water > Snacks,,,,24300041501,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#little-debbie-big-pack-soft-baked-nutty-buddy-creme-pies-regular,PL4MFKEAOC62ACZG5HJ5J7NB,Little Debbie Big Pack Soft Baked Nutty Buddy Creme Pies,Regular,1140857,,water > Snacks,water > Snacks,,,,24300043130,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#little-debbie-cookie-variety-pack-2-boxes-of-oatmeal-creme-pies-1-box-of-fudge-rounds-1-box-of-chocolate-chip-creme-pies-1-box-of-star-crunch-1-box-of-jelly-creme-pies-regular,SX6SEW4RX3RP4GPNQOQYBJWD,"Little Debbie Cookie Variety Pack, 2 Boxes of Oatmeal Creme Pies, 1 Box of Fudge Rounds, 1 Box of Chocolate Chip Creme Pies, 1 Box of Star Crunch, 1 Box of Jelly Creme Pies",Regular,7170635,,,,,,,24300867613,,Physical good,,,,,,Y,Y,2.19,,N,,,,,,,-1,,,
#little-debbie-cookie-variety-pack-2-boxes-of-oatmeal-creme-pies-1-box-of-fudge-rounds-1-box-of-chocolate-chip-creme-pies-1-box-of-star-crunch-1-box-of-jelly-creme-pies-1-regular,2LYDYMI4KWUS3SBOZDJ4KSZQ,"Little Debbie Cookie Variety Pack, 2 Boxes of Oatmeal Creme Pies, 1 Box of Fudge Rounds, 1 Box of Chocolate Chip Creme Pies, 1 Box of Star Crunch, 1 Box of Jelly Creme Pies [5679295]",Regular,5679295,,,,,,,,,Physical good,,,,,,,,2.19,,N,,,,,,,6,,,
#little-debbie-frosted-mini-donuts-regular,CYE6KQCRC36FCFQ6RO25SXME,Little Debbie Frosted Mini Donuts,Regular,4744570,,water > Snacks,water > Snacks,,,,24300044328,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#little-debbie-pumpkin-delights-wrapped-cookies-pumpkin-spice-regular,RFJNDI6JNFQ6BGPA7W7KGP4S,"Little Debbie Pumpkin Delights Wrapped Cookies, Pumpkin Spice",Regular,588989H,,,,,,,24300041679,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#little-debbie-spice-3-individually-wrapped-cake-rolls-pumpkin-regular,3SCGANFZ3F4SSTDAM36BTO5J,"Little Debbie Spice 3 Individually Wrapped Cake Rolls, Pumpkin",Regular,G075792,,water > Snacks,water > Snacks,,,,24300044786,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#lorna-doone-cookies-1x1-5-oz-regular,QQPXKOIQGSFCWOLYLEVTH5IE,Lorna Doone Cookies 1x1.5 oz,Regular,P496977,,,,,,,,,Physical good,,,,,,,,1.25,,N,,,,,,,30,,,
#lorna-doone-cookies-1x1-5-oz-1-regular,OOH55PDRHUJM765XPOUTG2XJ,Lorna Doone Cookies 1x1.5 oz [4213843],Regular,4213843,,,,,,,19320015441,,Physical good,,,,,,,,1,,N,,,,,,,0,,,
#m-m-s-cookies-and-cream-ice-cream-sandwich-4-ct-box-regular,NM3DO4OVKSHUTK6UA6W5BF6U,M & M S Cookies and Cream Ice Cream Sandwich 4-ct Box,Regular,G305912,,Ice cream,Ice cream,,,,47677484757,visible,Physical good,,,,,,,,7.99,,N,,,,N,,,,,,
#m-m-peanut-butter-2-3oz-regular,YANZCT7OLQS6P46B257TT6NO,M&M Peanut Butter 2.3oz,Regular,J174076,,Cookies > candy,Cookies > candy,,,,40000640912,,Physical good,,,,,,,,1.99,,N,,,,,,,11,,,
#m-m-s-minis-milk-chocolate-candy-size-regular,FQVBJ4B6QACTZUZ6YIW453ZH,M&M S Minis Milk Chocolate Candy Size,Regular,Y399542,,Cookies > candy,Cookies > candy,,,,40000580164,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#m-m-s-peanut-milk-chocolate-10-5oz-regular,7Z5DWCJSFRXPHTFJ63GHFZNF,M&M S Peanut Milk Chocolate 10.5oz,Regular,866716C,,Cookies > candy,Cookies > candy,,,,40000579779,,Physical good,,,,,,,,6.99,,N,,,,,,,3,,,
#m-m-s-honey-roasted-nut-chocolate-candy-sharing-size-9oz-regular,LVFFWPAVJZVAU2DXQP646EQY,M&M'S Honey Roasted Nut Chocolate Candy - Sharing Size - 9oz,Regular,N297131,,Cookies > candy,Cookies > candy,,,,40000610472,,Physical good,,,,,,,,6.99,,N,,,,,,,1,,,
#m-m-s-peanut-butter-chocolate-candy-theater-box-regular,IOV6O5YCFUFPUXLL343PIHTQ,M&M'S Peanut Butter Chocolate Candy Theater Box,Regular,927046K,,Cookies > candy,Cookies > candy,,,,40000497561,visible,Physical good,,,,,,,,1.99,,N,,,,N,,,9,,,
#m-m-s-peanut-butter-chocolate-candy-theater-box-3-0oz-regular,LLM3COHCUCRKG2DI3CR2I6EM,M&M'S Peanut Butter Chocolate Candy Theater Box 3.0oz,Regular,7692192,,Cookies > candy,Cookies > candy,,,,40004975610,,Physical good,,,,,,,,1.99,,N,,,,,,,12,,,
#m-m-s-peanut-chocolate-candy-movie-theater-box-3-1-ounce-box-regular,TOHV6H6RTKEMYHACLVQO73M6,M&M'S Peanut Chocolate Candy Movie Theater Box 3.1-Ounce Box,Regular,A557688,,Cookies > candy,Cookies > candy,,,,40000497547,,Physical good,,,,,,,,1.99,,N,,,,,,,12,,,
#m-m-s-chocolate-ice-cream-sandwich-regular,PIEBGCT7FAHQXKZ32TXGAR6Y,M&M's Chocolate Ice Cream Sandwich,Regular,9139611,,Ice cream,Ice cream,,,,47677484214,visible,Physical good,,,,,,,,7.99,,N,,,,N,,,10,,,
#m-m-s-mega-peanut-butter-chocolate-candy-sharing-size-bag-8-6oz-regular,CYA6OWJAI4HMMDCGJPUP6KJQ,"M&M's Mega Peanut Butter Chocolate Candy, Sharing Size Bag 8.6oz",Regular,9847485,,Cookies > candy,Cookies > candy,,,,40000592846,,Physical good,,,,,,,,6.99,,N,,,,,,,3,,,
#m-m-s-milk-chocolate-candies-sharing-size-10oz-regular,VSEJZ6QYVKG6KOUQFZHH5NY2,M&M's Milk Chocolate Candies - Sharing Size 10oz,Regular,8448293,,Cookies > candy,Cookies > candy,,,,40000579793,,Physical good,,,,,,,,6.99,,N,,,,,,,1,,,
#m-m-s-peanut-dark-chocolate-candy-9-4oz-regular,FZZ4OV2XQKQH7DZSDMPDPTEV,M&M's Peanut Dark Chocolate Candy 9.4oz,Regular,8856489,,Cookies > candy,Cookies > candy,,,,40000580041,,Physical good,,,,,,,,6.99,,N,,,,,,,2,,,
#m-m-s-milk-chocolate-1-69oz-regular,MGKLNZD4DNVYBJERMJ3RGRKG,"M&M's, Milk Chocolate 1.69oz",Regular,C648553,,Cookies > candy,Cookies > candy,,,,,,Physical good,,,,,,,,1.99,,N,,,,,,,15,,,
#m-m-s-peanut-chocolate-1-74oz-regular,AZYCA452YODCY2NL5GC7TOMX,"M&M's, Peanut Chocolate 1.74oz",Regular,3625479,,Cookies > candy,Cookies > candy,,,,40000000327,,Physical good,,,,,,,,1.99,,N,,,,,,,141,,,
#mamba-fruit-chews-bag-3-52oz-regular,2ONF2TXXOERA2GNVIB5I4APM,Mamba Fruit Chews Bag 3.52oz,Regular,R666745,,Cookies > candy,Cookies > candy,,,,72799056308,,Physical good,,,,,,,,1.99,,N,,,,,,,4,,,
#mentos-pure-fresh-sugar-free-chewing-gum-with-xylitol-fresh-mint-regular,BMKCOUZ6F6SQSDJAND2UT6HM,"Mentos Pure Fresh Sugar-Free Chewing Gum with Xylitol, Fresh Mint",Regular,4588580,,Cookies > candy,Cookies > candy,,,,73390014049,,Physical good,,,,,,,,5.25,,N,,,,N,,,4,,,
#mentos-strawberry-gum-bottle-regular,YEZUD3AON7WFI4O344ORGIT5,Mentos Strawberry Gum Bottle,Regular,L448895,,Cookies > candy,Cookies > candy,,,,73390013035,,Physical good,,,,,,,,5.25,,N,,,,N,,,4,,,
#mike-ike-mini-orange-22g-x-10-mini-boxes-usa-import-regular,VMYGLRUZKUGLTSGSRCWBZPUU,Mike & Ike Mini Orange 22g x 10 Mini Boxes USA Import,Regular,D006168,,Cookies > candy,Cookies > candy,,,,70970475498,,Physical good,,,,,,,,0.33,,N,,,,,,,18,,,
#mike-ike-mini-sour-watermelon-22g-x-10-mini-boxes-usa-import-regular,CX2GFUTOPUKN3O3ENFJIOYHD,Mike & Ike Mini Sour Watermelon 22g x 10 Mini Boxes USA Import,Regular,518606W,,Cookies > candy,Cookies > candy,,,,70970475474,,Physical good,,,,,,,,0.33,,N,,,,,,,14,,,
#mike-ike-small-sour-lemon-22g-regular,H2W6YE4EPLLNKI4OJYPRO7WD,Mike & Ike Small Sour Lemon 22G,Regular,785533X,,Cookies > candy,Cookies > candy,,,,70970475481,,Physical good,,,,,,,,0.33,,N,,,,,,,16,,,
#mike-and-ike-berry-blast-0-78-oz-box-regular,P3HHMGO2NDT56JQWKUHWF7LU,Mike and Ike Berry Blast 0.78 oz. Box,Regular,W124505,,Cookies > candy,Cookies > candy,,,,70970475443,,Physical good,,,,,,,,0.33,,N,,,,,,,4,,,
#mike-and-ike-cherry-0-78-oz-box-regular,U2OX23NGOZO7AS6VGNSUYHDZ,Mike and Ike Cherry 0.78 oz. Box,Regular,2399058,,Cookies > candy,Cookies > candy,,,,70970475467,,Physical good,,,,,,,,0.33,,N,,,,,,,19,,,
#mike-and-ike-jolly-joes-grape-chewy-flavored-candy-78-oz-pouches-regular,B3FQQTK7A5LDEJ5QUMECOWYX,Mike and Ike Jolly Joes Grape Chewy Flavored Candy .78 oz Pouches,Regular,8147857,,Cookies > candy,Cookies > candy,,,,70970475504,,Physical good,,,,,,,,0.33,,N,,,,,,,21,,,
#mike-and-ike-sour-blue-raspberry-flavoured-candy-theater-box-120g-pack-of-3--regular,J4UFWVHS4CL6SHXOIY66LWE3,Mike and Ike Sour Blue Raspberry Flavoured Candy Theater Box 120g (Pack of 3),Regular,374812V,,Cookies > candy,Cookies > candy,,,,70970475603,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#mike-and-ike-sour-watermelon-theater-box-candy-regular,Z7ZWMZOR2C4W7XDA7E2VJ5LF,Mike and Ike Sour Watermelon Theater Box Candy,Regular,2483698,,Cookies > candy,Cookies > candy,,,,70970475405,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#mikeandike-tropicl-typhoon-regular,EGQFOGTRQHYHNVMZ64LHZKGJ,MikeandIke Tropicl Typhoon,Regular,798891J,,Cookies > candy,Cookies > candy,,,,70970475450,,Physical good,,,,,,,,0.33,,N,,,,,,,35,,,
#mikeandikee-origina-fruits-regular,RC67RY7KLKJXZI2ZCX6DYYZN,MikeandIkee Origina Fruits,Regular,7655119,,Cookies > candy,Cookies > candy,,,,70970475436,,Physical good,,,,,,,,0.33,,N,,,,,,,28,,,
#milky-way-regular,I224GVKTGFEXPPDJZEW4IFYG,Milky Way,Regular,V165742,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,1.99,,N,,,,N,,,12,,,
#milky-way-minis-size-milk-chocolate-candy-bar-1-84oz-regular,Y25L72L75UPN5QWDNG6DGFWS,Milky Way Minis Size Milk Chocolate Candy Bar 1.84oz,Regular,L531393,,Cookies > candy,Cookies > candy,,,,40000422068,,Physical good,,,,,,,,1.99,,N,,,,,,,8,,,
#milky-way-minis-size-milk-chocolate-candy-bar-2-64oz-regular,KKY5IDHYXAISMC3L5XOYKECP,Milky Way Minis Size Milk Chocolate Candy Bar 2.64oz,Regular,X412145,,Cookies > candy,Cookies > candy,,,,40000565192,,Physical good,,,,,,,,1.99,,N,,,,,,,8,,,
#milky-way-chocolate-candy-bars-full-size-1-84-oz-6pack-regular,LAWRHSHOCQXT4XXPZ6KEBQB2,"Milky Way, Chocolate Candy Bars, Full Size, 1.84 oz. 6pack",Regular,260678C,,water > Snacks,water > Snacks,,,,40000443100,visible,Physical good,,,,,,,,9,,N,,,,N,,,,,,
#min-maid-juice-to-go-apple-juice-100-apple-juice-with-vitamin-c-regular,PXA244IBXFMTCBRDMYFZRAZZ,"Min Maid Juice-To-Go Apple Juice, 100% Apple Juice with Vitamin C",Regular,714408B,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.19,,N,,,,N,,,24,,,
#min-maid-juice-to-go-apple-juice-100-apple-juice-with-vitamin-c-1-regular,MHE6L6QTANMDAIEDAYBFHMEG,"Min Maid Juice-To-Go Apple Juice, 100% Apple Juice with Vitamin C [h615927]",Regular,H615927,,Chips > Drinks,Chips > Drinks,,,,25000061516,visible,Physical good,,,,,,,,2.19,,N,,,,N,,,12,,,
#mini-bars-regular,RM3IJHF6OFVA2KBSABINAOR5,Mini Bars,Regular,J919290,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,1.99,,N,,,,,,,5,,,
#mini-bars-3-62oz-regular,XQJRPDFZNATY356K3FYIEOE4,Mini Bars 3.62oz,Regular,73390008017,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,1.75,,N,,,,,,,0,,,
#minute-made-mini-drink-regular,NCBLCJXF57GT5LI5VPDOBSEY,Minute Made mini drink,Regular,5248512,,Chips > Drinks,Chips > Drinks,,,,25000131134,visible,Physical good,,,,N,N,N,N,5.35,,N,,N,,N,,,,,,
#minute-maid-blue-raspberry-juice-drink-bottle-regular,ETNPKTU5VGCNAWPGN5OC34OG,Minute Maid Blue Raspberry Juice Drink Bottle,Regular,660879B,,,,,,,25000119996,,Physical good,,,,,,Y,Y,2.5,,N,,,,,,,-2,,,
#minute-maid-lemonade-regular,PCTYMEMOE6VL3FEYPZ3PSFLK,Minute Maid Lemonade,Regular,J905968,,Chips > Drinks,Chips > Drinks,,,,25000058387,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#minute-maid-lemonade-1-regular,EICPRRW4DA3K3GGFXM7YDDMP,Minute Maid Lemonade [9354175],Regular,9354175,,Chips > Drinks,Chips > Drinks,,,,25000058387,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#minute-maid-lemonade-12-fl-oz-regular,G3ICXDO3MEU6RMI4B2H5UAJT,"Minute Maid Lemonade, 12 Fl Oz",Regular,E259278,,Chips > Drinks,Chips > Drinks,,,,25000135743,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#minute-maid-orange-juice-bottle-regular,A5OMICCPPR4CGM4YFDB2IC5K,Minute Maid Orange Juice Bottle,Regular,4566222,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.19,,N,,,,N,,,24,,,
#minute-maid-orange-juice-bottle-12oz-regular,TZXQJMFSZYTU4KGXX473QR3V,Minute Maid Orange Juice Bottle 12oz,Regular,5375214,,Chips > Drinks,Chips > Drinks,,,,25000061530,,Physical good,,,,,,,,2.19,,N,,,,,,,-1,,,
#minute-maid-watermelon-punch-fruit-juice-regular,5CLLI3SXTC5HGQNQIT6RJH37,Minute Maid Watermelon Punch Fruit Juice,Regular,W561324,,Chips > Drinks,Chips > Drinks,,,,25000030291,,Physical good,,,,,,Y,Y,2.5,,N,,,,,,,0,,,
#minute-maid-lemonade-2-regular,BIXVTQG2CCTZMVI47Y7ZKUGV,"Minute Maid, Lemonade [p945883]",Regular,P945883,,,,,,,25000058011,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#miss-vickies-sea-salt-and-vinegar-regular,UAGEXAQI27YPRE7HH3TFMCKJ,Miss Vickies Sea Salt and Vinegar,Regular,1973572,,,,,,,,,Physical good,,,,,,,,5.29,,N,,,,,,,1,,,
#miss-vickie-s-spicy-dill-pickle-regular,IICCDD6YAD62EXXNP2V2FLLE,Miss Vickie’s Spicy Dill Pickle,Regular,Z813804,,,,,,,,,Physical good,,,,,,,,5.29,,N,,,,,,,1,,,
#miss-vickie-s-spicy-dill-pickle-1-regular,7TQZORRR5N3SC4KI6USJAL6I,Miss Vickie’s Spicy Dill Pickle [4643153],Regular,4643153,,,,,,,28400761772,,Physical good,,,,,,Y,Y,5.29,,N,,,,,,,-1,,,
#mixed-fruit-snacks-regular,5QFMXNHD3D6QLW36HJXQPDRN,Mixed Fruit Snacks,Regular,S679616,,water > Snacks,water > Snacks,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,10,,,
#monster-energy-drink-regular,XMDJ62YEGUQP344JKY6RFMKY,Monster Energy Drink,Regular,5317106,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,variable,,N,,,,,,,0,,,
#monster-energy-drink-zero-ultra-16-fl-oz--regular,LKB5EBXGQLSHAYH3PK3T2XSU,"Monster Energy Drink, Zero Ultra, 16 fl Oz",Regular,S922616,,Chips > Drinks,Chips > Drinks,,,,70847013242,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#monster-energy-fantasy-ruby-red-count-fl-oz-regular,G5OGDNHJIPWZHNBO2XVMZOVY,Monster Energy Fantasy Ruby Red Count fl Oz,Regular,8375506,,Chips > Drinks,Chips > Drinks,,,,70847896180,,Physical good,,,,,,,,2.99,,N,,,,,,,47,,,
#monster-energy-ultra-blue-hawaiian-zero-sugar-energy-drink-regular,TPEIV37BGTFYJCG2JY7XUZSE,"Monster Energy Ultra, Blue Hawaiian, Zero Sugar Energy Drink",Regular,W685816,,Chips > Drinks,Chips > Drinks,,,,70847898245,,Physical good,,,,,,,,2.99,,N,,,,,,,38,,,
#monster-energy-zero-ultra-regular,GVVDWTQZIORF6ZPEHM25T4EJ,Monster Energy Zero Ultra,Regular,829913Q,,Chips > Drinks,Chips > Drinks,,,,70847012474,,Physical good,,,,,,,,2.99,,N,,,,,,,33,,,
#monster-energy-drink-zero-sugar-ultra-vice-guava-regular,3BM7ATQZHINUYFW2VN3ZOH7I,"Monster, Energy Drink, Zero Sugar, Ultra Vice Guava",Regular,1038660,,Chips > Drinks,Chips > Drinks,,,,70847898146,,Physical good,,,,,,,,2.99,,N,,,,,,,26,,,
#montaindew-code-blue-regular,STAPA7ILBJJL5U2KLR4PTPCW,MontainDew CODE BLUE,Regular,2638716,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,24,,,
#mountain-dew-code-red-cherry-flavored-20oz-regular,X6Y2ECE5PBOBSXZ56XEMVQ2Y,Mountain Dew Code Red Cherry Flavored  20oz,Regular,173673V,,Chips > Drinks,Chips > Drinks,,,,1222403,,Physical good,,,,,,,,2.5,,N,,,,,,,23,,,
#mountain-dew-code-red-soda16-9-oz-bottles-regular,CMXSG2NOTYX3ZW56HKXZFX5N,Mountain Dew Code Red Soda16.9 oz Bottles,Regular,283136C,,,,,,,12000102059,visible,Physical good,,,,,,,,6.69,,N,,,,N,,,8,,,
#mountain-dew-hydrodipped-blue-skulls-tumbler-20oz-regular,ARUP2QR22RX3GRSRWYILGAEE,Mountain Dew Hydrodipped Blue Skulls Tumbler 20oz,Regular,D892260,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,,,,24,,,
#mountain-dew-kickstart-pineapple-orange-mango-regular,26OPTXGL2RDMSCJ42OWEPNAS,Mountain Dew Kickstart Pineapple Orange Mango,Regular,567696G,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,1.75,,N,,,,N,,,12,,,
#mountain-dew-original-20oz-regular,5TLHR7NTBOS5E3S4BZFDW6PA,Mountain Dew Original 20oz,Regular,V463523,,Chips > Drinks,Chips > Drinks,,,,1213104,,Physical good,,,,,,,,2.5,,N,,,,,,,22,,,
#mountain-dew-voltage-raspberry-citrus-flavor-and-ginseng-soda-20-fluid-ounce-plastic-bottle-regular,WZGQHSAN6GNR2FKW6YZL3FQQ,Mountain Dew Voltage Raspberry Citrus Flavor and Ginseng Soda 20 Fluid Ounce Plastic Bottle,Regular,696151R,,Chips > Drinks,Chips > Drinks,,,,12000028625,,Physical good,,,,,,,,2.5,,N,,,,,,,21,,,
#mtn-dew-baja-blast-12-oz-cans-regular,HTF5GDB5BNSBVKTH4SUQYUKE,"Mtn Dew Baja Blast, 12 Oz Cans",Regular,P599691,,Chips > Drinks,Chips > Drinks,,,,12000130328,visible,Physical good,,,,,,,,10.99,,N,,,,N,,,5,,,
#mtn-dew-baja-blast-16-9-oz-bottles-regular,OXKZOXWNDODU5Q6GVKNNP5XP,"Mtn Dew Baja Blast, 16.9 oz Bottles",Regular,650003M,,,,,,,12000172663,visible,Physical good,,,,,,,,6.99,,N,,,,N,,,9,,,
#mtn-dew-kickstart-black-cherry-16-fluid-ounce-can-regular,CLPZVOJRI4KTL37PE3UWKBXC,Mtn Dew Kickstart Black Cherry 16 Fluid Ounce Can,Regular,E115382,,,,,,,,,Physical good,,,,,,,,1.75,,N,,,,N,,,12,,,
#mtn-dew-kickstart-energizing-orange-citrus-soda-16-fluid-ounce-can-regular,72BMD4KAS2Z2G5NVVFN5CSP7,Mtn Dew Kickstart Energizing Orange Citrus Soda 16 Fluid Ounce Can,Regular,1003530,,Chips > Drinks,Chips > Drinks,,,,12000110443,,Physical good,,,,,,,,1.75,,N,,,,N,,,12,,,
#mtn-dew-soda-12-16-9-fl-oz-bottles-regular,SJUD4H5FY67U6OESZF4POQSW,Mtn Dew Soda 12-16.9 Fl. Oz. Bottles,Regular,779047S,,,,,,,12000504082,visible,Physical good,,,,,,,,variable,,N,,,,N,,,,,,
#mtn-dew-voltage-raspberry-citrus-flavor-and-ginseng-soda-20-fluid-ounce-plastic-bottle-regular,I7R5OG3KGO2WXKTNU6YNCSNJ,Mtn Dew Voltage Raspberry Citrus Flavor and Ginseng Soda 20 Fluid Ounce Plastic Bottle,Regular,H365877,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,2.5,,N,,,,N,,,24,,,
#mtn-dew-zero-sugar-16-9-oz-bottles-regular,HR5SMB74QPVOR7G6U6N6COX5,"Mtn Dew Zero Sugar, 16.9 oz Bottles",Regular,N591556,,,,,,,12000192722,visible,Physical good,,,,,,,,6.69,,N,,,,N,,,8,,,
#mucho-mango-fruit-juice-cocktail-regular,SMYFIMWNO2UIIIH2VCCPVQMY,Mucho Mango Fruit Juice Cocktail,Regular,6.13009E+11,,Chips > Drinks,Chips > Drinks,,,,,,Physical good,,,,,,,,1,,N,,,,,,,-4,,,
#munchies-cheese-fix-snack-mix-8-ounce-plastic-bag-regular,2AEIOI6UNYR5CVVKMDWSMGRQ,Munchies Cheese Fix Snack Mix 8 Ounce Plastic Bag,Regular,4259254,,,,,,,28400084048,,Physical good,,,,,,Y,Y,3.99,,N,,,,,,,-2,,,
#munchies-cheese-fix-snack-mix-8-ounce-plastic-bag-1-regular,276UCMZB2MFWTM7V64SLKHZD,Munchies Cheese Fix Snack Mix 8 Ounce Plastic Bag [k415983],Regular,K415983,,,,,,,,,Physical good,,,,,,,,3.99,,N,,,,,,,2,,,
#munchies-classic-mix-28-pk-free-and-fast-shipping-regular,ETVZYPTI4JUCJR64FJRMGO5M,Munchies Classic Mix (28 pk.)-Free and Fast Shipping,Regular,5802965,,,,,,,28400025287,,Physical good,,,,,,,,1,,N,,,,,,,-2,,,
#munchies-classic-mix-28-pk-free-and-fast-shipping-1-regular,E5ARZ7LAEMYBUA47KRD2GMK7,Munchies Classic Mix (28 pk.)-Free and Fast Shipping [m919234],Regular,M919234,,,,,,,,,Physical good,,,,,,,,1.25,,N,,,,N,,,32,,,
